Rank,Movie_name,URL,Release_Year,IMDB_Rating,Metascore,Reviewer_count,Censor_Board_Rating,Movie_Length,Genre_1,Genre_2,Genre_3,Genre_4,Release_Date,Story_Summary,Director,Writer_1,Writer_2,Writer_3,Star_1,Star_2,Star_3,Star_4,Star_5,Plot_Keywords,Budget,Gross_USA,Cum_Worldwide_Gross,Production_Company
53,Beauty and the Beast,https://www.imdb.com/title/tt0101414/,1991,8.0,95,"408,735",Not Rated,1h 24min,Animation,Family,Fantasy, ,22 November 1991 (USA),A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,Gary Trousdale,Linda Woolverton(animation screenplay by),Brenda Chapman(story by),9 more credits»,Paige O'Hara,Robby Benson,Jesse Corti, , ,france|rose|castle|chauvinism|transformation,"$25,000,000(estimated)","$218,967,620","$440,118,382","Walt Disney Pictures,Silver Screen Partners IV,Walt Disney Animation Studios"
54,Hook,https://www.imdb.com/title/tt0102057/,1991,6.8,52,"227,925",PG,2h 22min,Adventure,Comedy,Family, ,11 December 1991 (USA),"When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",Steven Spielberg,J.M. Barrie(books),J.M. Barrie(play),4 more credits»,Dustin Hoffman,Robin Williams,Julia Roberts, , ,children|1990s|caught in a net|hero|duel,"$70,000,000(estimated)","$119,654,823","$300,854,823","Amblin Entertainment,TriStar Pictures"
55,Robin Hood: Prince of Thieves,https://www.imdb.com/title/tt0102798/,1991,6.9,51,"173,999",Not Rated,2h 23min,Action,Adventure,Drama, ,14 June 1991 (USA),"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",Kevin Reynolds,Pen Densham(story),Pen Densham(screenplay), ,Kevin Costner,Morgan Freeman,Mary Elizabeth Mastrantonio, , ,robin hood character|jerusalem israel|england|modern minstrel|balladeer,"$48,000,000(estimated)","$165,493,908","$390,493,908","Warner Bros.,Morgan Creek Entertainment"
56,Cape Fear,https://www.imdb.com/title/tt0101540/,1991,7.3,73,"167,022",16,2h 8min,Crime,Thriller, , ,15 November 1991 (USA),"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",Martin Scorsese,John D. MacDonald(novel),James R. Webb(earlier screenplay), ,Robert De Niro,Nick Nolte,Jessica Lange, , ,rapist|revenge|cigar smoking|violence|houseboat,"$35,000,000(estimated)","$79,091,969","$182,291,969","Amblin Entertainment,Cappa Films,Tribeca Productions"
57,Point Break,https://www.imdb.com/title/tt0102685/,1991,7.3,58,"151,323",R,2h 2min,Action,Crime,Thriller, ,12 July 1991 (USA),An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.,Kathryn Bigelow,Rick King(story),W. Peter Iliff(story), ,Patrick Swayze,Keanu Reeves,Gary Busey, , ,surfer|bank robbery|title directed by female|male bonding|undercover,"$24,000,000(estimated)","$43,218,387","$83,531,958","Largo Entertainment,JVC Entertainment Networks"
58,JFK,https://www.imdb.com/title/tt0102138/,1991,8.0,72,"137,491",R,3h 9min,Drama,History,Thriller, ,31 January 1992 (Israel),New Orleans District AttorneyJim Garrisondiscovers there's more to the Kennedy assassination than the official story.,Oliver Stone,Oliver Stone(screenplay),Zachary Sklar(screenplay),2 more credits»,Kevin Costner,Gary Oldman,Jack Lemmon, , ,conspiracy theory|investigation|president|assassination|assassination of president,"$40,000,000(estimated)","$70,405,498","$205,405,498","Warner Bros.,Canal+,Regency Enterprises"
59,Thelma & Louise,https://www.imdb.com/title/tt0103074/,1991,7.5,88,"131,589",R,2h 10min,Adventure,Crime,Drama, ,24 May 1991 (USA),"Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed.",Ridley Scott,Callie Khouri, , ,Susan Sarandon,Geena Davis,Harvey Keitel, , ,road movie|female bonding|waitress|female protagonist|friendship,"$16,500,000(estimated)","$45,360,915","$45,434,805","Pathé Entertainment,Percy Main,Star Partners III Ltd."
60,The Addams Family,https://www.imdb.com/title/tt0101272/,1991,6.9,57,"126,029",Not Rated,1h 39min,Comedy,Fantasy, , ,22 November 1991 (USA),Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,Barry Sonnenfeld,Charles Addams(characters),Caroline Thompson, ,Anjelica Huston,Raul Julia,Christopher Lloyd, , ,fish out of water|gothic|graveyard|party|dancing,"$30,000,000(estimated)","$113,502,426","$191,502,426","Orion Pictures,Paramount Pictures,Scott Rudin Productions"
61,Boyz n the Hood,https://www.imdb.com/title/tt0101507/,1991,7.7,76,"120,595",R,1h 52min,Crime,Drama, , ,12 July 1991 (USA),"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",John Singleton,John Singleton, , ,Cuba Gooding Jr.,Laurence Fishburne,Hudhail Al-Amir, , ,gangsta|walking on train tracks|dead body|african american protagonist|violence,"$6,500,000(estimated)","$57,504,069","$57,529,070",Columbia Pictures
62,Barton Fink,https://www.imdb.com/title/tt0101410/,1991,7.7,69,"110,114",R,1h 56min,Comedy,Drama,Thriller, ,21 August 1991 (USA),A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,Joel Coen,Joel Coen,Ethan Coen, ,John Turturro,John Goodman,Judy Davis, , ,writer's block|magical realism|film industry|kafka esque|surrealism,"$9,000,000(estimated)","$6,153,939","$6,153,939","Circle Films,Working Title Films"
63,The Naked Gun 2½: The Smell of Fear,https://www.imdb.com/title/tt0102510/,1991,6.9,65,"102,444",Not Rated,1h 25min,Comedy,Crime, , ,28 June 1991 (USA),Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.,David Zucker,Jim Abrahams(television series Police Squad),"David Zucker(television series ""Police Squad"")",3 more credits»,Leslie Nielsen,Priscilla Presley,George Kennedy, , ,looking at the camera|ex girlfriend|evil industrialist|american president|president,"$23,000,000(estimated)","$86,930,411","$86,930,411",Paramount Pictures
64,Hot Shots!,https://www.imdb.com/title/tt0102059/,1991,6.8,61,"96,720",Not Rated,1h 24min,Action,Comedy, , ,31 July 1991 (USA),A parody ofTop Gun(1986) in which a talented but unstable fighter pilot must overcome the ghosts of his father and save a mission sabotaged by greedy weapons manufacturers.,Jim Abrahams,Jim Abrahams,Pat Proft, ,Charlie Sheen,Cary Elwes,Valeria Golino, , ,1990s|mission|iraq|combat|plane,"$26,000,000(estimated)","$69,467,617","$181,096,164","Twentieth Century Fox,Peter V. Miller Investment Corp."
65,Top Gun,https://www.imdb.com/title/tt0092099,1986,6.9,50,"283,425",Not Rated,1h 50min,Action,Drama, , ,16 May 1986 (USA),"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",Tony Scott,Jim Cash,Jack Epps Jr., ,Tom Cruise,Tim Robbins,Kelly McGillis, , ,pilot|flying|jet|male objectification|male camaraderie,"$15,000,000(estimated)","$179,800,601","$356,830,601","Paramount Pictures,Don Simpson/Jerry Bruckheimer Films"
66,The Last Boy Scout,https://www.imdb.com/title/tt0102266/,1991,7.0,52,"90,641",R,1h 45min,Action,Comedy,Crime, ,6 March 1992 (Israel),"A private detective's protected female witness is murdered, prompting him and the victim's boyfriend to investigate the crime that leads to a corrupt politician and a crooked football team owner.",Tony Scott,Shane Black(screenplay by),Shane Black(story by), ,Bruce Willis,Damon Wayans,Chelsea Field, , ,polish joke|stripper|assassin|bare butt|female rear nudity,"$29,000,000(estimated)","$59,509,925","$59,509,925","Geffen Pictures,Silver Pictures"
67,The Doors,https://www.imdb.com/title/tt0101761/,1991,7.2,62,"81,830",R,2h 20min,Biography,Drama,Music, ,1 March 1991 (USA),"The story of the famous and influential 1960s rock bandThe Doorsand its lead singer and composer,Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.",Oliver Stone,Randall Jahnson(as J. Randal Johnson),Oliver Stone, ,Val Kilmer,Meg Ryan,Kyle MacLachlan, , ,the doors|rock band|lyrics|concert|west coast,"$38,000,000(estimated)","$34,416,893","$34,416,893","Bill Graham Films,Carolco International N.V.,Carolco Pictures"
68,The Fisher King,https://www.imdb.com/title/tt0101889/,1991,7.5,61,"77,208",R,2h 17min,Comedy,Drama,Fantasy, ,27 September 1991 (USA),"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.",Terry Gilliam,Richard LaGravenese, , ,Jeff Bridges,Robin Williams,Adam Bryant, , ,holy grail|redemption|post traumatic stress disorder|video store clerk|death of wife,"$24,000,000(estimated)","$41,895,491","$41,895,491","TriStar Pictures,Columbia Pictures"
69,My Girl,https://www.imdb.com/title/tt0102492/,1991,6.9,56,"70,038",PG,1h 42min,Comedy,Drama,Family, ,27 November 1991 (USA),"A young girl, on the threshold of her teen years, finds her life turning upside down, when she is accompanied by an unlikely friend.",Howard Zieff,Laurice Elehwany, , ,Anna Chlumsky,Macaulay Culkin,Dan Aykroyd, , ,best friend|11 year old|receptionist|first crush|widower,"$17,000,000(estimated)","$59,489,799","$59,489,799","Columbia Pictures,Imagine Entertainment"
70,Backdraft,https://www.imdb.com/title/tt0101393/,1991,6.7,38,"69,597",R,2h 17min,Crime,Drama,Mystery, ,24 May 1991 (USA),"Two Chicago firefighter brothers, who don't get along, have to work together while a dangerous arsonist is on the loose.",Ron Howard,Gregory Widen, , ,Kurt Russell,William Baldwin,Robert De Niro, , ,firefighter|fireman|fire|arson|shower,"$40,000,000(estimated)","$77,868,585","$152,368,585","Imagine Films Entertainment,Trilogy Entertainment Group"
71,Star Trek VI: The Undiscovered Country,https://www.imdb.com/title/tt0102975/,1991,7.2,65,"68,521",PG,1h 50min,Action,Adventure,Sci-Fi, ,6 December 1991 (USA),"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",Nicholas Meyer,"Gene Roddenberry(television series ""Star Trek"")",Leonard Nimoy(story),4 more credits»,William Shatner,Leonard Nimoy,DeForest Kelley, , ,male alien|type 2 phaser|ship's surgeon|spock character|klingon character,"$30,000,000(estimated)","$74,888,996","$96,888,996",Paramount Pictures
72,Father of the Bride,https://www.imdb.com/title/tt0101862/,1991,6.5,51,"66,674",Not Rated,1h 45min,Comedy,Family,Romance, ,20 December 1991 (USA),"With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.",Charles Shyer,Frances Goodrich(screenplay),Albert Hackett(screenplay),2 more credits»,Steve Martin,Diane Keaton,Martin Short, , ,father daughter relationship|wedding planning|husband wife relationship|father of the bride|wedding,,"$89,325,780","$89,325,780","Touchstone Pictures,Touchwood Pacific Partners 1,Sandollar Productions"
73,Fried Green Tomatoes,https://www.imdb.com/title/tt0101921/,1991,7.7,64,"64,956",Not Rated,2h 10min,Drama, , , ,24 January 1992 (USA),A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,Jon Avnet,Fannie Flagg(novel),Fannie Flagg(screenplay), ,Kathy Bates,Jessica Tandy,Mary Stuart Masterson, , ,domestic violence|friendship|alabama|weight loss|female bonding,"$11,000,000(estimated)","$82,418,501","$119,418,501","Universal Pictures,Act III Communications,Avnet/Kerner Productions"
74,Bill & Ted's Bogus Journey,https://www.imdb.com/title/tt0101452/,1991,6.3,60,"61,732",Not Rated,1h 33min,Adventure,Comedy,Fantasy, ,19 July 1991 (USA),A tyrant from the future creates evil android doubles of Bill and Ted and sends them back to eliminate the originals.,Peter Hewitt(as Pete Hewitt),Chris Matheson(characters),Ed Solomon(characters),2 more credits»,Keanu Reeves,Alex Winter,William Sadler, , ,lucifer morningstar character|death character|albert einstein character|benjamin franklin character|the easter bunny character,"$20,000,000(estimated)","$38,037,513","$38,037,513","Nelson Entertainment,Interscope Communications"
75,What About Bob?,https://www.imdb.com/title/tt0103241/,1991,7.0,60,"60,889",Not Rated,1h 39min,Comedy, , , ,17 May 1991 (USA),"A successful psychotherapist loses his mind after one of his most dependent patients, an obsessive-compulsive neurotic, tracks him down during his family vacation.",Frank Oz,Alvin Sargent(story),Laura Ziskin(story), ,Bill Murray,Richard Dreyfuss,Julie Hagerty, , ,obsessive compulsive disorder|vacation|patient|psychotherapist|neurotic,"$35,000,000(estimated)","$63,707,829","$63,707,829","Touchstone Pictures,Touchwood Pacific Partners 1"
76,Night on Earth,https://www.imdb.com/title/tt0102536/,1991,7.8,68,"53,625",R,2h 9min,Comedy,Drama, , ,12 December 1991 (Germany),An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Jim Jarmusch,Jim Jarmusch, , ,Winona Ryder,Gena Rowlands,Lisanne Falk, , ,taxi|episodic structure|immigration|night|anthology,"$3,500,000(estimated)","$2,015,810","$2,023,808","Victor Company of Japan (JVC),Victor Musical Industries,Pyramide Productions"
77,The Rocketeer,https://www.imdb.com/title/tt0102803/,1991,6.5,61,"51,654",Not Rated,1h 48min,Action,Adventure,Family, ,21 June 1991 (USA),A young pilot stumbles onto a prototype jetpack that allows him to become a high-flying masked hero.,Joe Johnston,"Dave Stevens(graphic novel ""The Rocketeer"")",Danny Bilson(story),4 more credits»,Billy Campbell,Jennifer Connelly,Alan Arkin, , ,dieselpunk|jet pack|1930s|based on comic book|superhero,"$35,000,000(estimated)","$46,704,056","$46,704,056","Walt Disney Pictures,Touchstone Pictures,Silver Screen Partners IV"
78,Hudson Hawk,https://www.imdb.com/title/tt0102070/,1991,5.8,17,"50,894",R,1h 40min,Action,Adventure,Comedy, ,24 May 1991 (USA),A cat burglar is forced to steal Da Vinci works of art for a world domination plot.,Michael Lehmann,Bruce Willis(story),Robert Kraft(story),2 more credits»,Bruce Willis,Danny Aiello,Andie MacDowell, , ,time bomb|neo screwball comedy|worst picture razzie winner|character name as title|getting out of jail,"$65,000,000(estimated)","$17,218,080","$17,218,080","TriStar Pictures,Silver Pictures,Ace Bone"
79,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,https://www.imdb.com/title/tt0103060/,1991,6.0,45,"50,373",Not Rated,1h 28min,Action,Adventure,Comedy, ,22 March 1991 (USA),"The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",Michael Pressman,Kevin Eastman(based on characters created by),Peter Laird(based on characters created by), ,Paige Turco,David Warner,Michelan Sisti, , ,anthropomorphic animal|ninja master|superhero team|new york city|turtle,"$25,000,000(estimated)","$78,656,813","$78,656,813","Golden Harvest Company,Image Comics,New Line Cinema"
80,My Own Private Idaho,https://www.imdb.com/title/tt0102494/,1991,7.1,77,"48,493",R,1h 44min,Drama, , , ,20 July 1991 (Japan),Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.,Gus Van Sant,Gus Van Sant(screenplay), , ,River Phoenix,Keanu Reeves,James Russo, , ,homoerotic friendship|male hustler|narcolepsy|street life|portland oregon,"$2,500,000(estimated)","$6,401,336","$6,401,336",New Line Cinema
81,Sleeping with the Enemy,https://www.imdb.com/title/tt0102945/,1991,6.3,48,"48,380",R,1h 39min,Drama,Thriller, , ,8 February 1991 (USA),"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",Joseph Ruben,Nancy Price(novel),Ronald Bass(screenplay), ,Julia Roberts,Patrick Bergin,Kevin Anderson, , ,psychopath|domestic violence|villain not really dead cliche|faked death|escape,"$19,000,000(estimated)","$101,599,005","$174,999,005",Twentieth Century Fox
